sentence,label
ta dân_tộc parky namkiki trungkiki việt_nam tất phân_biệt miền,ủng hộ
lờ đi,khác
nhièu cali bình_luận,phân biệt
parky cay,phân biệt
bắc trung nam anh_em,ủng hộ
máu đỏ da vàng phân_biệt chủng_tộc tách rời đừng mắc bẩy mấy đứa chia rẻ,ủng hộ
bọn bình_luận kiểu phân_biệt báo_cáo bình_luận báo_cáo bay,khác
anh_em bọn phân_biệt vùng miền,khác
đi đội ngon,khác
việt_nam đồng_bào,ủng hộ
tiểu vương_quốc tình hữu_nghị việt,khác
culi trốn tiết dcd,phân biệt
toàn lý đi hẳn tập_thể tôi cx mấy đứa bình_luận parky namky không đầu_óc cái gì,khác
sinh_vật,phân biệt
nam bắc_trung,ủng hộ
lướt bình_luận,khác
máu miền bắc nhuộm đỏ miền nam đấy,khác
nguyên xóm tôi toàn packy,phân biệt
đời nha mấy cali,phân biệt
hoá phân_biệt vùng miền quen nhá phình phường,khác
bắc trung nam,ủng hộ
parky namky bắc_nam,ủng hộ
parky ghét lửa khói,phân biệt
gửi người parky namky trungky buồn bố mày bao đất nc với đỡ chật đất thân tặng,khác
việt_nam muôn,khác
miền nam hồ dạy không yêu tổ_quốc yêu đồng_bào miền nam quên rồi,ủng hộ
bắc kỳ trung kỳ nam kỳ tất sống đất yêu_thương,ủng hộ
bon vh phân_biệt vùng miền khắp việt_nam vô,khác
bạn chuẩn,khác
cầy núp bàn_phím ak,phân biệt
bình_luận nhìu người_bệnh down vậy,khác
đầu đon giản xét trị thi moi nguy_hiểm chia_rẽ,khác
lũ trẻ được yêu tổ_quốc yêu đồng_bào không hồ dạy,khác
bắc trung nam tiền quyền phân_biệt tiền với tiền,khác
kid parky,phân biệt
kì_thị miền lắm,khác
namkiki cay,phân biệt
kid bây toxic đất,khác
cno kệ cno trẻ chấp lmj mih ngang_hàng cno lơ đi rồi chìm,khác
không nx rồi,khác
miền nam lắm tiền lá chùi đít thơm bát_ngát,khác
gái parky mún đớp em,phân biệt
narky,phân biệt
parky gia trưởg lươn_lẹo kiêu_ngạo độc_đoán coi bĩu môi dè_bỉu thái_độ khinh_bỉ gian_xảo lừa_lọc không nhiên ghét,phân biệt
namkiki matkiemsoat,phân biệt
parky gì,khác
thèm_thuồng bắc kỳ nhường,phân biệt
bawts kyf cay,phân biệt
thể mấy trẻ học lịch_sử việt_nam miền nam bắc anh_em,ủng hộ
không thay sinh_vật súc_vật đi mỹ_miều đấy,phân biệt
tài bắc xó vặt lông cm thằng ghét tao bắc vợ nam tiếng,khác
mấy tk parky cay,phân biệt
đầu_óc đứa trẻ mầm_non vậy,khác
tôi ghét parky kẻ phản_quốc bạo_động ghét bắc,phân biệt
hồ dạy yêu tổ_quốc yêu đồng_bào,khác
bắc trung nam phân_biệt vùng miền,ủng hộ
nam bắc,ủng hộ
việt_nam gia_đình trừ mấy đứa phản_động,ủng hộ
đỡ chửi bọn,khác
cali,phân biệt
bạn nek miền bắc miền nam đối_tượng chia_rẽ dân_tộc,khác
tuyệt_vời,khác
việt_nam duongdereview learnontiktok mcv,ủng hộ
hồ dạy yêu tổ_quốc yêu đồng_bào,ủng hộ
trung_bình cali bình_luận parky cay,phân biệt
hào parky phân_biệt,phân biệt
không_lẽ buồn parky buồn lắm,phân biệt
đấy bọn kiki giải_phóng,phân biệt
ta không thèm chấp cay,khác
yêu tổ_quốc yêu đồng_bào lan_toả bình_luận cứu đất ta,ủng hộ
dân rau_muống,phân biệt
yêu tổ_quốc yêu đồng_bào,ủng hộ
bình_luận,khác
nam toàn bắc nè,khác
cali không culi nhá tội fan barca,phân biệt
jack,phân biệt
parky namki trungky anh_em tôi,ủng hộ
khg thich bắc,phân biệt
miền nam miền nam miền bắc miền bắc parky không cali,ủng hộ
toàn cali đu máy_bay rớt biển xót,phân biệt
parky,phân biệt
tôi party,phân biệt
tao miền trung sẵn_sàng tái_nhập ngũ miền bắc_nam tiến,khác
miền triều_tiên hàn_quốc miền nam triều_tiên miền bắc,khác
bình_luận,khác
tây_nguyên kỳ,phân biệt
ta yêu thuong,ủng hộ
đọc bình_luận thất_vọng giới trẻ bây hệ_thống gi,khác
phân_biệt miền nam rét bất_kỳ nguoi ghét ghét ghét ghét miền,phân biệt
chào ace,khác
mong đừng câu vậy,khác
video sinh_vật câu kia mấy video tui coi toàn sinh_vật,phân biệt
nao moi het,khác
helo parky,phân biệt
写真,khác
miền nam chào khắp đất nhá,ủng hộ
vị già kinh yêu_đời đất mấy bọn trẻ không chân trọng hồ dậy parky,khác
hôm bữa tôi hanoi chở xích_lô thờ lăng bao_nhiêu kêu không tôi đi ngắm tp kêu không cãi_lộn với lun tức vl,khác
namkiki,phân biệt
parky,phân biệt
tao monkey,khác
kuli không,phân biệt
suốt parmy phân_biệt miền ta đoàn_kết,ủng hộ
parky,khác
bắc trung nam việt_nam mong đoàn_kết,ủng hộ
bắc trung nam ta cội tổ_tiên thay tiếng tha tất,ủng hộ
_vũ,khác
tội chia_rẽ dân_tộc tội phản_bội tổ_quốc,khác
không nhiên ghét parky,phân biệt
xl,khác
tao bố kỳ,khác
helo mấy chinacon,phân biệt
âm_mưu chia_rẽ khối đại_đoàn_kết tỉnh_táo nam bắc,ủng hộ
chuẩn sinh_vật dương_vật,phân biệt
this is amazing wow,khác
stoping phân_biệt vùng miền,ủng hộ
em ngọng hơi tí xong bảo bar,khác
quan_tâm bọn đấy ghét bắc không đánh_đồng,phân biệt
không biết miền nam như thế_này nma thành người phân_biệt vùng miền đấy bình_luận toàn parky namki,khác
yêu việt_nam,ủng hộ
parky gia trưởg lươn_lẹo kiêu_ngạo độc_đoán coi bĩu môi dè_bỉu thái_độ khinh_bỉ gian_xảo lừa_lọc không nhiên ghét,phân biệt
parky miền nam văn_hoá sâu đất việt_nam rời vietnam,phân biệt
xong bảo parky cay,phân biệt
namki chào,phân biệt
bắc trung nam ta cội tổ_tiên thay tiếng tha tất,ủng hộ
đr dân miền bắc chả lq vc đánh chửi bọn,khác
parky xâm_chiếm miền nam,phân biệt
cháu coments toàn cào đt không,khác
không vấn_đề tổ_quốc_hoá ôi thoi bẩn,phân biệt
anh_em ta mai dinh,ủng hộ
miền trung,khác
yêu miền bắc trung nam,ủng hộ
đọc bình_luận xog không biết gì luon,khác
xử_phạt đối_tượng răn_đe,ủng hộ
vững tinh_thần không phân_biệt miền anh_em miền tổ_quốc,ủng hộ
cali_vũ,khác
phân_biệt miền chán,ủng hộ
việt_nam dân_tộc việt_nam sông thể cạn núi thể mòn song chân_lý bao thay_đổi hồ_chí_minh,ủng hộ
im tuần không không video tụi diễn hahah,khác
parky,phân biệt
dân địa namki cay,phân biệt
vấn không phục được,ủng hộ
lịch tụi mấy thằng parky đem món pịa,phân biệt
bắc trung nam,ủng hộ
bình parky trungky namky tâyky gi phân_biệt miền,khác
chất miền thay_đổi,khác
trc vậy giờ tui lướt trúng vid pịa toàn coment món parky vậy,phân biệt
namkiki không,phân biệt
bình_luận không tôi,khác
bắc miền nam,khác
parky nghĩa miền nam,khác
parky giải,phân biệt
parky,phân biệt
thực parky hàn_quốc quan_hệ huyết_thống không bạn hq park ki,phân biệt
miền xấu,ủng hộ
tôi party,phân biệt
parky mày bth không được,phân biệt
người nam thân thằng bắc_cực thân tụi cực đôi mấy xóm vô,ủng hộ
parky,phân biệt
không hồ packy,phân biệt
parky,phân biệt
parky lỏ,phân biệt
bắc trung nam anh_em,ủng hộ
tụi đứa vô hc,khác
toàn cali khát bình_luận việt_nam,phân biệt
parkyla,phân biệt
nailkyky,phân biệt
yêu miền nha,ủng hộ
nam bắc_trung,ủng hộ
pha vả bọn phân_biệt vùng miền căng đét đấy góp chút đổi sinh_vật thành súc_vật,khác
cảm lo vận_mệnh đất suy phân_biệt xảy đầu hệ trẻ,khác
túi thik gái bắc nha,ủng hộ
không parky mặc tôi người nam nhưg tôi dùm người bắc hồ việt_nam bắc,ủng hộ
bắc_nam,ủng hộ
mày miền bắc nè biết chẳng ảnh_hưởng cs mày bắc trung nam người_người kia,khác
nam bắc,ủng hộ
parky cay,phân biệt
cùg anh_em phân_biệt,ủng hộ
yếu bọn ngoại ban vô đặng_ly_gián miền nam miền bắc đừng kẻ xấu lợi_dụng phân_biệt miền đồng,ủng hộ
quan buồn,khác
miền nam đừng toxic nam bắc người dân_tộc việt_nam yêu tổ_quốc yêu đồng_bào học_tập lao_động đoàn_kết kỷ_luật gìn vệ_sinh khiêm_tốn dũng_cảm,ủng hộ
người nam thân thằng bắc_cực thân tụi cực đôi mấy xóm vô,ủng hộ
cơm bún bún_bò bún giò mì cơm chúc ngon_miệng,khác
bắc trung nam,ủng hộ
tui miền trung thay_mặt lỗi,khác
bake ốc vít,phân biệt
em_em miền nam kỳ_thị dân grab sài_gòn bạch_kim sợ già không tròn không,phân biệt
cali,phân biệt
mấy đứa spam chia_rẽ tiktok facebook không bao_giờ tiktok không kiểm_duyệt ta,khác
bắc trung nam,ủng hộ
mk mấy người thành_phố hồ_chí_minh bắc người,phân biệt
lướt bình_luận lũ,khác
ngữ mấy ac,khác
cali quỳ đất,phân biệt
namkiki,phân biệt
cận huyết parky namkiki cali,phân biệt
toàn parky online,phân biệt
hk bất_kỳ ky lam dân mỹ rui,phân biệt
parky,phân biệt
namky giải parky,phân biệt
anh_em ta mai dinh,ủng hộ
đừng quên bắc trung nam,ủng hộ
sinh_vật,phân biệt
trung_bình video bình_luận parky,khác
đợt video phốt mấy thằng cali châm_chọc dân việt_nam học không phát_ngôn bọn khát đấy được,phân biệt
tui miền nam không phân miệt miền,ủng hộ
mong phạt phạt tiền mấy đứa mõm mạng đấy,ủng hộ
mấy bé hồ miền gì tôi miền nam,khác
hồ dạy yêu tổ_quốc yêu đồng_bào học_tập lao_động đoàn_kết kỉ_luật gìn vệ_sinh khiêm_tốn dũng_cảm,ủng hộ
hào parky,phân biệt
tôi ghét mấy đứa spam phân_biệt vùng miền ghét mấy đứa bảo không bắc không miền nam tôi huy_chương mvnah liệt_sĩ,khác
nam bắc,ủng hộ
mệt bọn trẻ bây sợ hệ nối_tiếp,khác
ky,phân biệt
bắc_nam,ủng hộ
ah gọi sinh_vật,phân biệt
ghét bọn phân_biệt miền ghét nhì bọn miền bắc,phân biệt
nam bắc toxic vậy,khác
tây_nguyên chào anh_em nha,khác
bakery thằng râu,phân biệt
miền trung quen bắc_nam thân_thiện,ủng hộ
nam quốc sơn_hà nam đế cư tuyệt_nhiên định phận thiên thư hà nghịch lỗ lai xâm_phạm nhữ đẳng hành khan thủ bại hư,ủng hộ
ta yêu thuong,ủng hộ
dậy yêu đồng quốc yêu đồng_bào bắc trung nam trọn_vẹn việt_nam miền đừng việt_nam,ủng hộ
cali kiki,phân biệt
tayduky,khác
parky namki nambắc,ủng hộ
đăng video được bình_luận tiêu_cực vậy,khác
cờ kia cờ cộng_sản,khác
thực miền nam không được giải_phóng được bao_bọc mỹ miền bắc giải_phóng phá vỡ đi sống sung_sướng ghét,phân biệt
dương parky không,khác
miền nam chào khắp đất nhá,ủng hộ
bọn cali,phân biệt
bắc trung nam nha đoàn_kết đi sống tích_cực đừng bọn phản_động kích,ủng hộ
namky chào,phân biệt
máu miền bắc nhuộm đỏ miền nam,phân biệt
đồng_bào,khác
chào anh_em nha,khác
phân_biệt miền máu đỏ da vàng buồn,ủng hộ
parky với thanks hoá,phân biệt
việt_nam anh_em miền,ủng hộ
parky,phân biệt
quan_tâm sinh đất nc việt_nam,ủng hộ
người parky kh cs học_thức,khác
parky namky ta cải ta,ủng hộ
bắc trung nam hoài_đá,ủng hộ
bắc trung nam đừng phân_biệt vùng miền,ủng hộ
mê dân bắc vô người miền trung giọng bắc suốt,ủng hộ
toàn cháu cali tri dai biết bố_mẹ cháu đu cháu cháu cay lắm người nhg không,phân biệt
bắc rộng chấp mấy cờ hó,phân biệt
yêu tổ_quốc yêu đồng_bào,ủng hộ
hà_nội sinh_sống nam nam bắc việt_nam muôn hồ_chủ_tịch muôn,ủng hộ
quen cali,phân biệt
pb máu không pb màu_da châu_âu kbg,khác
anh_em miền trung chào nam bắc nha,ủng hộ
yêu mảnh đất yêu việt_nam ta,ủng hộ
người nam thân thằng bắc_cực thân tụi cực đôi mấy xóm vô,ủng hộ
thời phân_biệt bắc trung nam,ủng hộ
miền nam quý_mến miền bắc,ủng hộ
cali đầu_tư hẳn tiếng việt nè,phân biệt
parky bọn tao sợ mấy thằng tộc anibaba tộc mấy tk tộc ngọng tộc,phân biệt
miền trung miền nam đánh mỹ miền bắc,khác
parky nhãy dựng_hà,phân biệt
đr đừg đánh_đồng,khác
buồn hệ lệch_lạc,khác
bọn vô_học bình bắc trung nam,ủng hộ
khổ_thân bọn cali bố_mẹ thuê người parky kiếm tiền lo học,phân biệt
vui vẽ,khác
cờ ay cay,phân biệt
chia zui đi vi cháu hk fai người parky fai zui chư bùn gì,phân biệt
tôi miền nam học với toàn bắc tôi thương cmay phân_biệt,ủng hộ
mê gọi sinh_vật,phân biệt
đi nam bắc chứa hàng triệu trái_tim việt_nam,ủng hộ
mấy đứa parky cay parky lắm,phân biệt
bắc trung nam mãi_mãi,ủng hộ
khỉ,khác
tôi miền bắc miền nam giọng miền nam việt_nam,ủng hộ
nè tao tụi bây nè hồi đi không chiến_tranh xảy hồ bát hồ dạy yêu tổ_quốc yêu đồng_bào giờ,ủng hộ
parky parky namky trungky cái gì parky namky nhiễu phủ giá gương người thw,ủng hộ
bọn trẻ thời_kỳ toàn cà_khịa,khác
namkikithất trận cay_cú lắm cay không dám mạng chửi thảm_hại đám yếu_đuối,phân biệt
đi dân ghét xklđ khôn lõi trộm_cắp kêu phân_biệt vùng miền,phân biệt
party thui anh_em,phân biệt
pát ky,phân biệt
học lắm xong đi phân_biệt vùng miền hệ trẻ việt_nam cứu,khác
nam quốc sơn_hà nam đế cư tuyệt_nhiên định phận thiên thư hà nghịch lỗ lai xâm_phạm nhữ đẳng hành khan thủ bại hư,ủng hộ
lêu parky,phân biệt
miền nam không phân_biệt miền bọn phân_biệt miền bọn lực thù_địch chia_rẽ dân_tộc vô miền nam đi nam bắc,ủng hộ
hồ đời giải_phóng đất bh phân_biệt vậy,khác
miền chả không,ủng hộ
yêu tổ_quốc yêu đồng_bào tiếp anh_em,ủng hộ
nể mấy miền nam mê xổ giàu đất,phân biệt
miền trung miền bac nam viet nam mãi đỉnh,ủng hộ
đất miền bắc trung nam sống giải đất chữ nghìn đô_hộ xâm_lược ôg tôi hi_sinh tương_lai độc_lập đồng độc_lập xuân,ủng hộ
già phân_biệt lớp trẻ,khác
thảo dạo lướt đọc parky,phân biệt
hồ dạy yêu tổ_quốc yêu đồng_bào,ủng hộ
bắc trung nam miền tây bến_tre chồng bắc cưng chìu thương vợ chăm oshin,ủng hộ
dân địa namki cay,phân biệt
gì không bắc,khác
nam bắc không anh_em bắc miền nam không nam,ủng hộ
không miền bắc_bình luận đấy,ủng hộ
cali mocoi cay lắm,phân biệt
toàn mấy đứa vô,khác
đứa trẻ mồ_côi parky,khác
dân bắc kỳ,khác
trình_độ văn_hoá phân_biệt phân_chia xấu xấu,ủng hộ
sợ đụng trị giải_phóng rồi hoà_hợp lối sông giáo_dục miền qá,khác
yêu tổ_quốc yêu đồng_bào học_tập lao_động kỷ_luật đoàn_kết vệ_sinh khiêm_tốn dũng_cảm,ủng hộ
